transaction,merchant,amount,label
STOP & SHOP STATION #<NUM> DENVER <NUM> DB,,,groceries
dunkin' outlet #<NUM> austin <NUM> tx<NUM> PAY,,,dining
TARGET OUTLET #<NUM> LA CENTER #<NUM> EBILL,,,shopping
Comcast Station #<NUM> Miami - Hq AUTO,,,utilities
water works ltd hq #<NUM>,,,utilities
ikea hub #<NUM> denver tx<NUM> PAYMENT,,,shopping
Pizza Hut Retail #<NUM> Chicago <NUM>,,,dining
BLUE APRON HUB #<NUM> CHICAGO STORE #<NUM>,,,dining
Walmart <NUM> Tx<NUM> CR,,,shopping
blue apron center #<NUM> chcago <NUM>,,,dining
Nordstrom Outlet #<NUM> La La Tx,,,shopping
SPOTIFY BRANCH #3 LA TX<NUM>,,,other
Netflix Market #<NUM> Phoenix Phx <NUM>,,,other
lidl center #<NUM> miami - store,,,groceries
KFC STAION #<NUM> BOSTON TX<NUM>,,,dining
COMCAST STORE #<NUM> LA <NUM> TX<NUM> POS,,,utilities
lidl store #<NUM> austin outlet #<NUM>,,,groceries
tripe - Branch,,,other
Publix <NUM> ONLINE,,,groceries
comcast store #<NUM> la <NUM>,,,utilities
Airbnb Depot #<NUM> Denver Den Tx,,,other
BESTBUY DEN TX,,,shopping
Target Chi Tx,,,shopping
Blue Apron Depot #<NUM> Chicago Outlet #<NUM>,,,dining
Lidl Branch #<NUM> Austin Mia Tx,,,groceries
Home Depot Outlet #<NUM> Ny Mia Tx,,,shopping
CHEVRON STATION #<NUM> BOSTON TX<NUM>,,,fuel
TARGET HUB #<NUM> BOSTON HQ #<NUM>,,,shopping
Kroger Depot #80 Phoenix <NUM>,,,groceries
Internet Provider Retail #<NUM> La Den Tx,,,utilities
At&T Bos <NUM>,,,utilities
amazon hub #63 miami store #<NUM> PAY,,,shopping
Dunkin' Outlet #<NUM> Austin Pos <NUM>,,,dining
Appe Itunes Hub #<NUM> Boston - Store,,,other
AMAZON CENTER #<NUM> LA <NUM>,,,shopping
Safeway Station #<NUM> Houston Branch #<NUM>,,,groceries
Pizza Hut Center #<NUM> Miami Tx<NUM> ONLINE,,,dining
Texaco Branch #<NUM> Ny Den Tx,,,fuel
CHEVRON CENTER #<NUM> LA <NUM>,,,fuel
Walmart Retail #66 Houston Hou <NUM> EBILL,,,shopping
Kfc Market #33 La Branch #<NUM>,,,dining
ARCO OUTLET #<NUM> LA CENTER #<NUM>,,,fuel
Amazon <NUM>,,,shopping
PIZZA HUT - HQ POS,,,dining
CIRCLE K HUB #<NUM> MIAMI PHX TX,,,fuel
ENERGYCO CENTER #<NUM> PHOENIX TX<NUM>,,,utilities
Arco Outlet #<NUM> La Mia Tx CR,,,fuel
verizon branch #<NUM> denver pos <NUM>,,,utilities
CITY ELECTRIC CO TX<NUM>,,,utilities
steam bos tx,,,other
water works ltd store #<NUM> ny - store,,,utilities
internet provider center #<NUM> denver <NUM> tx<NUM> DB,,,utilities
BESTBUY MARKET #<NUM> CHICAGO SEA <NUM>,,,shopping
LIDL RETAIL #<NUM> NY POS <NUM>,,,groceries
GOOGLE PLAY <NUM>,,,other
Gas Company Branch #<NUM> Houston Ny <NUM>,,,utilities
LIDL BRANCH #<NUM> AUSTIN <NUM>,,,groceries
Aldi Hub #<NUM> Austin Bos Tx POS,,,groceries
Cafe Nero Center #<NUM> Seattle <NUM> POS,,,dining
Nordstrom Sea Tx,,,shopping
Uber Depot #<NUM> Phoenix <NUM> DB,,,other
Airbnb Station #<NUM> Houston La <NUM>,,,other
netflix market #<NUM> phoenix - market,,,other
National Grid Center #<NUM> Ny Pos <NUM>,,,utilities
Pizza Ht Depot #<NUM> Ny Hou <NUM>,,,dining
Publix Branch #<NUM> Denver La <NUM>,,,groceries
trader joe's outlet #<NUM> houston <NUM> tx<NUM> PAY,,,groceries
STEAM DEPOT #<NUM> PHOENIX TX<NUM>,,,other
Amazon Hub #63 Miami Mia <NUM>,,,shopping
Safeway Station #<NUM> Houston - Market,,,groceries
MACY'S DEPOT #<NUM> BOSTON - OUTLET POS,,,shopping
Starbucks Market #<NUM> Chicago <NUM> Tx<NUM>,,,dining
HEB DEPOT #7 AUSTIN <NUM> TX<NUM> AUTO,,,groceries
ikea market #<NUM>,,,shopping
AIRBNB <NUM> EBILL,,,other
Sfeway Station #<NUM> Houston Hou <NUM>,,,groceries
Target Outlet #<NUM> La <NUM> Tx<NUM>,,,shopping
Southern Electric Market #<NUM> La Pos <NUM>,,,utilities
Walmart Grocery Store #<NUM> Austin Outlet #<NUM>,,,groceries
NATIONAL GRID DEPOT #<NUM> DENVER CHI TX,,,utilities
CAFE NERO - STATION DB,,,dining
VERIZNO TX<NUM>,,,utilities
Bp Hub 3#24 Austin Bos Tx,,,fuel
chipotle outlet #<NUM> la branch #<NUM> AUTO,,,dining
COMCAST <NUM>,,,utilities
PIZZA HUT STORE #<NUM> BOSTON AUS <NUM>,,,dining
aldi market #<NUM> phoenix <NUM> EBILL,,,groceries
Netflix Statoin #<NUM> Phoenix Ny Tx POS,,,other
KFC STORE #<NUM> MIAMI AUS TX,,,dining
7-eleven fuel store #95 phoenix aus tx MOBILE,,,fuel
ENERGYCO MIA <NUM>,,,utilities
Blue Apron Store #<NUM> La Pos <NUM>,,,dining
Walmart Market #<NUM> Ny Den <NUM>,,,shopping
AMAZON OUTLET #<NUM> HOUSTON NY <NUM>,,,shopping
Water Works Ltd Retail #<NUM> Miami Hq #<NUM>,,,utilities
Walmart Grocery Station #<NUM> Phoenix <NUM> Tx<NUM>,,,groceries
CAFE NERO CENTER #<NUM> SEATTLE AUS TX,,,dining
mobil center #<NUM> houston pos <NUM>,,,fuel
Water Works Ltd Store #<NUM> Denver <NUM>,,,utilities
southern electric <NUM> DB,,,utilities
Energyco Center #30 Austin <NUM> Tx<NUM>,,,utilities
city electric co station #<NUM> la center #<NUM>,,,utilities
Target <NUM>,,,shopping
Safeway <NUM>,,,groceries
AIRBNB DEPOT #<NUM> DENVER BRANCH #<NUM>,,,other
Netflix Store #<NUM> La Chi Tx,,,other
Bestbuy Retail #<NUM> Phoenix Center #<NUM>,,,shopping
Google Play Pos <NUM>,,,other
UBER SEA <NUM>,,,other
Netflix Store #<NUM> La <NUM> Tx<NUM>,,,other
City Electric Co Retail #88 Boston <NUM> Tx<NUM>,,,utilities
Energyco Branch #<NUM> La Hou Tx PAY,,,utilities
CHIPOTLE OUTLET #<NUM> LA <NUM> TX<NUM> MOBILE,,,dining
Amazon Center #<NUM> Miami Au Tx,,,shopping
comcast depot #30 austin pos <NUM> CR,,,utilities
ALDI HUB #<NUM> DENVER STATION #<NUM> AUTO,,,groceries
Bp Pos <NUM>,,,fuel
7-ELEVEN FUEL MARKET #<NUM> BOSTON STATION #<NUM> AUTO,,,fuel
SPOTIFY STATION #47 CHICAGO - STATION,,,other
LIDL RETAIL #<NUM> MIAMI BOS TX,,,groceries
GOOGLE PLAY OUTLET #<NUM> CR,,,other
Energyco Center #<NUM> Ny <NUM> Tx<NUM>,,,utilities
HOME DEPOT STATION #<NUM> HOUSTON CHI TX,,,shopping
COSTA COFFEE BRANCH #<NUM> SEATTLE POS <NUM>,,,dining
Aple Itunes Sea Tx,,,other
Exxon Den Tx,,,fuel
Dunkin' Store #<NUM> Denver Sea <NUM>,,,dining
Starbucks Retail #<NUM> La Tx<NUM>,,,dining
Amazon Hub #63 Miami La <NUM>,,,shopping
BESTBUY DEPOT #<NUM> LA <NUM>,,,shopping
Macy'S Depot #<NUM> Boston Market #<NUM> POS,,,shopping
cafe nero station #<NUM> ny tx<NUM>,,,dining
Costco Wholesale Market #<NUM> Houston <NUM> AUTO,,,shopping
cafe nero center #<NUM> housto noutlet #<NUM>,,,dining
Walmart <NUM> Tx<NUM>,,,shopping
Stripe Retail #<NUM> Phoenix - Station,,,other
Comcast Store #<NUM> La <NUM> Tx<NUM> EBILL,,,utilities
bestbuy outlet #<NUM> austin pos <NUM> PAY,,,shopping
Cafe Nero Station #<NUM> Boston <NUM> Tx<NUM>,,,dining
Sunoco Branch #<NUM> Austin - Outlet,,,fuel
MACY'S STORE #<NUM> DENVER - CENTER ONLINE,,,shopping
Circle K <NUM> Tx<NUM>,,,fuel
Pizza Hut Retail #<NUM> Boston Hq #<NUM>,,,dining
PUBLIX STORE #<NUM> DENVER POS <NUM>,,,groceries
STARBUCKS MARKET #<NUM> CHICAGO <NUM>,,,dining
steam branch #<NUM> ny - branch,,,other
chipotle outlet #<NUM> la pos <NUM>,,,dining
burger king <NUM> ONLINE,,,dining
Shell Station #<NUM> La <NUM> Tx<NUM> MOBILE,,,fuel
Starbucks Retail #<NUM> La - Outlet CR,,,dining
BLUE APRON HUB #<NUM> CHICAGO BRANCH #<NUM> AUTO,,,dining
CIRCLE K RETAIL #<NUM> LA - HQ CR,,,fuel
Spotify Branch #3 La Bos Tx,,,other
SOUTHERN ELECTRIC DEPOT #<NUM> HOUSTON - STORE,,,utilities
Amazon Center #<NUM> Miami - Market DB,,,shopping
chevron station #<NUM> boston <NUM> tx<NUM>,,,fuel
Energyco Pos <NUM> EBILL,,,utilities
COMCAST OUTLET #<NUM> MIAMI - CENTER,,,utilities
City Electric Co Station #<NUM> La <NUM>,,,utilities
Lyft Retail #<NUM> Chicago - Market ONLINE,,,other
Burger King Bos <NUM> ONLINE,,,dining
Nordstrom Phx Tx,,,shopping
COSTA COFFEE BRANCH #<NUM> SEATTLE <NUM>,,,dining
NORDSTROM RETAIL #92 AUSTIN TX<NUM>,,,shopping
Whole Foods Market Hub #<NUM> Phoenix Tx<NUM>,,,groceries
Spotify Barnch #3 La - Outlet AUTO,,,other
Aldi Hub #<NUM> Austin Pos <NUM> MOBILE,,,groceries
macy's depot #<NUM> boston bos <NUM> AUTO,,,shopping
Netflix Hou Tx,,,other
costco wholesale market #<NUM> houston mia <NUM>,,,shopping
aldi hub #<NUM> denver pos <NUM> MOBILE,,,groceries
Southern Electric Depot #<NUM> Houston - Center,,,utilities
Southern Electric Market #<NUM> La <NUM>,,,utilities
Trader Joe'S Outlet #<NUM> Houston <NUM>,,,groceries
CHEVRON BRANCH #<NUM> CHICAGO - CENTER,,,fuel
verizon <NUM> tx<NUM> DB,,,utilities
Whole Foods Cafe Market #<NUM> Austin - Branch,,,dining
Macy'S Station #<NUM> Chicago Hou <NUM> PAY,,,shopping
Blue Apron Center #<NUM> Chicago Outlt #<NUM> PAY,,,dining
Amazon <NUM> MOBILE,,,shopping
verizon branch #<NUM> denver <NUM> tx<NUM> PAY,,,utilities
Paypal Branch #74 Phoenix <NUM>,,,other
BLUE APRON STORE #<NUM> LA POS <NUM> PAY,,,dining
Publix Store #<NUM> Denver - Store,,,groceries
At&T Outlet #<NUM> Seattle Pos <NUM>P AY,,,utilities
CAFE NERO OUTLET #<NUM> AUSTIN MIA <NUM>,,,dining
verizon <NUM> CR,,,utilities
Walmart Grocery Den <NUM>,,,groceries
Kroger Hub #<NUM> Phoenix - Branch MOBILE,,,groceries
water works ltd retail #<NUM> miami <NUM>,,,utilities
Nordstrom Store #73 Houston Pos <NUM> ONLINE,,,shopping
Exxon Market #<NUM> a Ny <NUM>,,,fuel
Lyft Market #<NUM> Boston Pos <NUM>,,,other
Ikea Store #<NUM> Ny <NUM>,,,shopping
Costa Coffee Station #<NUM> Miami <NUM> Tx<NUM>,,,dining
INTERNET PROVIDER POS <NUM>,,,utilities
cafe nero station #<NUM> ny - center,,,dining
Energyco Branch #<NUM> La Pos <NUM> CR,,,utilities
pizza hut branch #<NUM> boston - center,,,dining
BLUE APRON STORE #<NUM> LA TX<NUM>,,,dining
KROGER DEPOT #<NUM> LA - STATION,,,groceries
BULE APRON HUB #<NUM> CHICAGO <NUM>,,,dining
internet provider depot #<NUM> denver station #<NUM>,,,utilities
Ikea Hub #<NUM> Ny <NUM> Tx<NUM> PAY,,,shopping
kfc station #<NUM> boston pos <NUM> DB,,,dining
INTERNET PROVIDER STORE #<NUM>,,,utilities
NETFLIX STATION #<NUM> PHOENIX <NUM> TX<NUM>,,,other
stripe station #<NUM> denver sea <NUM>,,,other
Airbnb Station #<NUM> Houston - Branch,,,other
Safeway Branch #<NUM> Boston - Station,,,groceries
Costa Coffee Station #<NUM>,,,dining
CHIPOTLE STATION #<NUM> LA AUS <NUM> POS,,,dining
SUNOCO HUB #<NUM> AUSTIN MIA TX,,,fuel
bestbuy depot #<NUM> phoenix aus tx AUTO,,,shopping
Blue Apron Outlet #<NUM> Phoenix Pos <NUM> AUTO,,,dining
COSTA COFFEE <NUM> TX<NUM>,,,dining
Publix Tx<NUM>,,,groceries
Uber Depot #11 Phoenix Tx<NUM>,,,other
Walmart Center #<NUM> Austin Sea <NUM> POS,,,shopping
Home Depot Store #<NUM> La Ci Tx,,,shopping
Circle K Retail #<NUM> La - Outlet,,,fuel
National Grid Center #<NUM> Ny Store #<NUM>,,,utilities
7-ELEVEN FUEL SEA <NUM>,,,fuel
STEAM DEPOT #<NUM> PHOENIX <NUM> TX<NUM>,,,other
PIZZA HUT RETAIL #<NUM> CHICAGO OUTLET #<NUM>,,,dining
COSTA COFFEE DEPOT #<NUM> AUSTIN TX<NUM>,,,dining
Aldi Market #<NUM> Phoenix Aus Tx,,,groceries
Home Depot Station #<NUM> Houston Hou <NUM>,,,shopping
water works ltd store #<NUM> ny pos <NUM>,,,utilities
bestbuy <NUM> tx<NUM> ONLINE,,,shopping
Aldi Outlet #<NUM> Boston <NUM> Tx<NUM>,,,groceries
STRIPE RETAIL #<NUM> PHOENIX - MARKET,,,other
WATER WORKS LTD STORE #<NUM> NY MARKET #<NUM>,,,utilities
WHOLE FOODS CAFE MARKET #<NUM> AUSTIN NY TX,,,dining
City Electric Co Retail #88 Boston Bos Tx AUTO,,,utilities
target - hq,,,shopping
bestbuy depot #<NUM> la den tx,,,shopping
Steam Retail #<NUM> Miami - Market,,,other
Southern Electric - Outlet,,,utilities
Verizon Branch #<NUM> Denver Tx<NUM>,,,utilities
BLUE APRON MARKET #<NUM> BOSTON POS <NUM>,,,dining
May'S Depot #<NUM> Phoenix Chi <NUM>,,,shopping
kfc store #<NUM> miami <NUM> tx<NUM> MOBILE,,,dining
Costco Wholesale Market #<NUM> Houston Pos <NUM>,,,shopping
AT&T OUTLET #<NUM> SEATTLE <NUM> TX<NUM>,,,utilities
CITY ELECTRIC C OMARKET #<NUM> PHOENIX POS <NUM>,,,utilities
MOBIL RETAIL #<NUM> MIAMI CHI <NUM>,,,fuel
BP HUB #<NUM> AUSTIN <NUM> TX<NUM> DB,,,fuel
STOP & SHOP OUTLET #<NUM> CHICAGO CENTER #<NUM>,,,groceries
Steam Retail #<NUM> Miami <NUM> Tx<NUM> ONLINE,,,other
steam branch #<NUM> ny <NUM> tx<NUM>,,,other
spotify sttion #47 chicago outlet #<NUM> PAYMENT,,,other
INTERNET PROVIDER STATION #<NUM> LA - OUTLET,,,utilities
Costco Wholesale Market #<NUM> Houston <NUM> EBILL,,,shopping
SPOTIFY DEPOT #<NUM> AUSTIN MARKET #<NUM>,,,other
Bp Aus Tx EBILL,,,fuel
Chipotle Station #<NUM> La <NUM>,,,dining
Cafe Nero Station #<NUM> Boston Sea <NUM>,,,dining
apple itunes hub #<NUM> boston store #<NUM>,,,other
Pizza Hut Retail #<NUM> Boston Chi Tx,,,dining
PUBLIX STORE #<NUM> DENVER <NUM>,,,groceries
Verizon Market #<NUM> Ny <NUM> Tx<NUM> POS,,,utilities
ENERGYCO BRANCH #98 LA TX<NUM>,,,utilities
Blue Apron Depot #<NUM> Chicago Tx<NUM>,,,dining
HOME DEPOT OUTLET #<NUM> NY TX<NUM>,,,shopping
Amazon Center #<NUM> Miami Mia <NUM> POS,,,shopping
blue apron hub #<NUM> chicago den tx,,,dining
Lyft Depot #76 Austin <NUM> Tx<NUM>,,,other
sfaeway branch #<NUM> boston <NUM> tx<NUM>,,,groceries
spotify branch #3 la center #<NUM>,,,other
Cafe Nero Outlet #<NUM> Austin Sea <NUM>,,,dining
national grid depot #<NUM> denver tx<NUM> ONLINE,,,utilities
Cafe Nero Hub #<NUM> Phoenix Aus Tx,,,dining
AIRBNB STATION #27 SEATTLE <NUM> TX<NUM>,,,other
neftlix store #<NUM> la bos tx,,,other
STRIPE RETAIL #<NUM> PHOENIX - HQ,,,other
Costco Wholesale Hub #<NUM> La <NUM> Tx<NUM>,,,shopping
publix center #96 miami <NUM> tx<NUM>,,,groceries
verizon den tx,,,utilities
home depot outlet #<NUM> ny - market,,,shopping
Internet Provider Store #<NUM> Houston Tx<NUM> AUTO,,,utilities
Steam Retail #<NUM> Miami <NUM>,,,other
Starbucks Mraket #<NUM> Chicago <NUM>,,,dining
City Electric Co - Outlet,,,utilities
nordstrom outlet #<NUM> la statio #<NUM>,,,shopping
EXXON STORE #<NUM> BOSTON <NUM> TX<NUM>,,,fuel
Arco Chi Tx,,,fuel
Comcast Outlet #<NUM>,,,utilities
pizza hut depot #<NUM> ny pos <NUM>,,,dining
KROGER DEPOT #<NUM> LA AUS <NUM>,,,groceries
Apple Itunes Hub #<NUM> Boston Tx<NUM> EBILL,,,other
Bestbuy Depot #<NUM> Boston Pos <NUM>,,,shopping
Trader Joe'S <NUM> Tx<NUM> AUTO,,,groceries
steam depot #<NUM> seattle <NUM> POS,,,other
Mobil Center #<NUM> Denver Tx<NUM> PAYMENT,,,fuel
Walmart Grocery Chi <NUM> EBILL,,,groceries
Walmart Market #<NUM> Ny <NUM> Tx<NUM> MOBILE,,,shopping
SOUTHERN ELECTRIC DEPOT #<NUM> HOUSTON <NUM>,,,utilities
Walmart Grocery Station #<NUM> Phoenix - Hq,,,groceries
AT&T NY TX PAY,,,utilities
SOUTHERN ELECTRIC BRANCH #<NUM> SEATTLE AUS <NUM>,,,utilities
bestbuy depot #<NUM> phoenix - center EBILL,,,shopping
Home Depot Mia Tx,,,shopping
amazon market #3 chicago - market,,,shopping
Costa Coffee Branch #<NUM> Seattle Tx<NUM> MOBILE,,,dining
CAFE NER OSTATION #<NUM> BOSTON TX<NUM>,,,dining
Comcast Depot #30 Austin Station #<NUM> PAYMENT,,,utilities
UBER <NUM> TX<NUM>,,,other
CAFE NERO STATION #<NUM> NY <NUM> TX<NUM>,,,dining
Walmart Grocery Store #<NUM> Austin <NUM>,,,groceries
City Electric Co Station #<NUM> La - Hq,,,utilities
Airbnb Station #27 Seattle - Branch,,,other
home depot depot #<NUM> chicago - store PAYMENT,,,shopping
Bestbuy - Outlet POS,,,shopping
Walmart Retail #66 Houston Tx<NUM> EBILL,,,shopping
NATIONAL GRID PHX TX,,,utilities
CIRCLE K HUB #<NUM> MIAMI <NUM> TX<NUM> POS,,,fuel
Pizza Hut Retail #<NUM> Chicago Center #<NUM>,,,dining
Kroger <NUM> CR,,,groceries
Amazon Outlet #<NUM> Houston Den <NUM> PAY,,,shopping
uber station #<NUM> houston tx<NUM> MOBILE,,,other
blue apron outlet #<NUM> phoenix hou tx,,,dining
Circle K Retail #<NUM> La - Store,,,fuel
COSTA COFFEE DEPOT #<NUM> AUSTIN PHX <NUM>,,,dining
Starbucks Retail #<NUM> La <NUM>,,,dining
ARCO OUTLET #<NUM> LA POS <NUM> ONLINE,,,fuel
BLUE APRON <NUM> TX<NUM>,,,dining
COMCAST CENTER #<NUM>,,,utilities
apple itunes ny <NUM>,,,other
Chevron Center #<NUM> La <NUM> Tx<NUM>,,,fuel
Spotify Station #47 Chicago - Branch,,,other
GOOGLE PLAY - OUTLET,,,other
7-Eleven Fuel Store #95 Phoenix - Store EBILL,,,fuel
7-eleven fuel station #<NUM> seattle - store,,,fuel
stripe retail #<NUM> phoenix den <NUM>,,,other
energyco outlet #<NUM> ny station #<NUM>,,,utilities
Costa Coffee Station #<NUM> Miami Tx<NUM>,,,dining
AMAZON STATION #<NUM>,,,shopping
at&t depot #<NUM> chicago phx tx,,,utilities
Southern Electric Branch #<NUM> Seattle Tx<NUM>,,,utilities
Amazon Hub #63 Miami Tx<NUM>,,,shopping
Starbucks Pos <NUM>,,,dining
7-ELEVEN FUEL STORE #95 PHOENIX DEN TX,,,fuel
Lidl Market #<NUM> Denver Pos <NUM>,,,groceries
dunkin' den tx EBILL,,,dining
7-Eleven Fuel Store #95 Phoenix Outlet #<NUM> AUTO,,,fuel
Lyft Market #<NUM> Boston Phx <NUM>,,,other
aldi branch #<NUM>,,,groceries
arco store #<NUM> phoenix center #<NUM>,,,fuel
exxon store #<NUM> boston chi tx,,,fuel
Costco Wholesale Hub #<NUM> La Pos <NUM>,,,shopping
Internet Provider Depot #<NUM> Denver <NUM>,,,utilities
Bestbuy Market #<NUM> Chicago Pos <NUM>,,,shopping
INTERNET PROVIDER DEPOT #<NUM> DENVER <NUM> TX<NUM>,,,utilities
LYFT BRANCH #<NUM> BOSTON PHX <NUM> EBILL,,,other
exxon store #<NUM> boston tx<NUM> POS,,,fuel
SUNOCO OUTLET #<NUM> PHOENIX CHI TX ONLINE,,,fuel
bp hub #<NUM> austin den tx,,,fuel
IKEA RETAIL #<NUM> LA - BRANCH,,,shopping
INTERNET PROVIDER STATION #<NUM> LA OPS <NUM>,,,utilities
at&t outlet #<NUM> seattle den tx,,,utilities
IKEA HUB #<NUM> DENVER - OUTLET,,,shopping
Cafe Nero Station #<NUM> Boston Phx <NUM>,,,dining
texaco tx<NUM> AUTO,,,fuel
Walmart Market #<NUM> Ny <NUM>,,,shopping
Amazon Center #<NUM> La Ny <NUM>,,,shopping
ARCO HOU <NUM>,,,fuel
Safewy Station #<NUM> Houston Sea Tx,,,groceries
Costco Wholesale Tx<NUM>,,,shopping
TRADER JOE'S MARKET #<NUM> HOUSTON - HQ,,,groceries
Stripe Retail #<NUM> Phoenix Aus Tx,,,other
UBER MAREKT #<NUM>,,,other
Kroger Store #48 Chicago Pos <NUM>,,,groceries
Circle K <NUM> PAY,,,fuel
Circle K Station #<NUM> Chicago Phx Tx,,,fuel
chipotel retail #<NUM> ny <NUM> tx<NUM>,,,dining
Home Depot <NUM>,,,shopping
trader joe's market #<NUM> houston - outlet PAYMENT,,,groceries
Stripe Retail #<NUM> Phoenix Tx<NUM>,,,other
Pizza Hut Branch #<NUM> Boston Phx Tx MOBILE,,,dining
sunoco branch #<NUM> austin <NUM> tx<NUM>,,,fuel
Costco Wholesale Market #<NUM> Houston Bos Tx,,,shopping
Targt Station #<NUM>,,,shopping
Whole Foods Market Hub #<NUM> Phoenix Pos <NUM> DB,,,groceries
Arco Outlet #<NUM> La Station #<NUM>,,,fuel
Macy'S <NUM>,,,shopping
lidl retail #<NUM> miami sea tx EBILL,,,groceries
UBER STATION #<NUM> HOUSTON - HQ ONLINE,,,other
ALDI HUB #<NUM> DENVER POS <NUM> CR,,,groceries
CIRCLE K HUB #<NUM> MIAMI PHX <NUM>,,,fuel
KROGER HUB #<NUM> PHOENIX - BRANCH,,,groceries
Uber Station #<NUM> Chciago <NUM>,,,other
Chevron Station #<NUM> Boston - Center PAY,,,fuel
LIDL BRANCH #<NUM> HOUSTON - BRANCH PAY,,,groceries
usnoco hub #<NUM> austin <NUM>,,,fuel
NETFLIX OUTLET #<NUM>,,,other
Burger King Ny Tx,,,dining
Shell Outlet #<NUM> La Ny <NUM>,,,fuel
macy's - branch,,,shopping
SOUTHERN ELECTRIC - STORE,,,utilities
spotify markte #<NUM> seattle - store,,,other
Pizza Hut Pos <NUM>,,,dining
Circle K <NUM> Tx<NUM> MOBILE,,,fuel
Arco Center #<NUM> Austin Bos Tx,,,fuel
exxon - stor,,,fuel
AMAZON MARKET #3 CHICAGO STORE #<NUM>,,,shopping
SAFEWAY - STATION,,,groceries
Mobil Branch #<NUM> Austin - Store,,,fuel
amazon hub #63 miami <NUM> tx<NUM>,,,shopping
Spotify Station #47 Chicago - Outlet ONLINE,,,other
Energyco Outlet #<NUM> Ny Tx<NUM>,,,utilities
energyco depot #<NUM> houston la tx,,,utilities
Kroger Depot #80 Phoenix Tx<NUM>,,,groceries
Sunoco Outlet #<NUM> Phoenix Station #<NUM> CR,,,fuel
COSTCO WHOLESALE RETAIL #97 AUSTIN MIA <NUM> POS,,,shopping
spotify center #<NUM> seattle - market,,,other
Safeway Branch #<NUM> Boston <NUM> Tx<NUM>,,,groceries
spotify station #47 chicago <NUM> tx<NUM>,,,other
STRIPE RETAIL #<NUM> PHOENIX CHI <NUM>,,,other
LYFT RETAIL #<NUM> HOUSTON MIA TX,,,other
NORDSTROM STORE #73 HOUSTON LA <NUM> CR,,,shopping
CAFE NERO OUTLET #<NUM> AUSTIN POS <NUM> AUTO,,,dining
burger king depot #<NUM> miami <NUM> tx<NUM>,,,dining
UBER STATION #<NUM> MIAMI POS <NUM>,,,other
Ikea Hub #<NUM> Ny <NUM> Tx<NUM> CR,,,shopping
Kfc <NUM>,,,dining
TEXACO CHI <NUM> CR,,,fuel
NETFLIX CENTER #<NUM> DENVER OUTLET #<NUM>,,,other
COMCAST DEPOT #30 AUSTIN <NUM> TX<NUM>,,,utilities
Arco Outlet #<NUM> La Mia Tx,,,fuel
Stop & Shop Station #<NUM> Denver Ny <NUM>,,,groceries
Blue Apron Outlet #<NUM> Phoenix <NUM>,,,dining
ikea retail #<NUM> la se <NUM>,,,shopping
LIDL BRANCH #<NUM> HOUSTON <NUM>,,,groceries
Home Depot Outlet #<NUM> Ny Den <NUM>,,,shopping
city electric co market #<NUM> phoenix tx<NUM>,,,utilities
Internet Provider Center #<NUM> Denver Phx <NUM>,,,utilities
STOP & SHOP RETAIL #<NUM> DENVER PHX <NUM> EBILL,,,groceries
LIDL RETAIL #<NUM> MIAMI PHX TX CR,,,groceries
Spotify Depot #<NUM> Autin <NUM> AUTO,,,other
INTERNET PROVIDER RETAIL #<NUM> LA <NUM> TX<NUM> CR,,,utilities
Lidl Center #<NUM> Miami Station #<NUM>,,,groceries
texaco store #<NUM> chicago den tx,,,fuel
Trader Joe'S Tx<NUM>,,,groceries
SPOTIFY CENTER #<NUM> SEATTLE CENTER #<NUM>,,,other
publix center #96 miami tx<NUM>,,,groceries
ARCO BRANCH #<NUM>,,,fuel
Stop & Shop Retail #<NUM> Denver Sea <NUM>,,,groceries
Circle K Retail #<NUM> La - Hq,,,fuel
TARGET STORE #<NUM>,,,shopping
Whole Foods Cafe Market #<NUM> Austin <NUM>,,,dining
target depot #<NUM> chicago <NUM>,,,shopping
Paypal Store #<NUM> Phoenix Phx Tx,,,other
Texaco Store #<NUM> Chicago Tx<NUM>,,,fuel
uber station #<NUM> boston <NUM> tx<NUM>,,,other
7-eleven fuel <NUM>,,,fuel
circle k retail #<NUM> austin tx<NUM>,,,fuel
circle k retail #<NUM> la pos <NUM>,,,fuel
Arco <NUM> Tx<NUM> MOBILE,,,fuel
Publix Center #<NUM> Houston Outlet #<NUM> PAYMENT,,,groceries
Energyco Branch #<NUM> La <NUM>,,,utilities
CHEVRON CENTER #<NUM> LA <NUM> PAYMENT,,,fuel
pizza hut retail #<NUM> chicago sea <NUM>,,,dining
Lyft Pos <NUM>,,,other
Macy'S Station #<NUM> Chicago - Market,,,shopping
Home Depot Station #<NUM> Chicago <NUM>,,,shopping
Stripe Station #<NUM> Denver <NUM>,,,other
Blue Apron Outlet #<NUM>,,,dining
CAFE NERO STATION #<NUM> BOSTON -OUTLET PAY,,,dining
Dunkin' Store #<NUM> Denver <NUM> Tx<NUM>,,,dining
Stripe Hou <NUM>,,,other
APPLE ITUNES HOU <NUM>,,,other
Costa Coffee <NUM>,,,dining
WALMART GROCERY STATION #<NUM> PHOENIX STATION #<NUM>,,,groceries
UBER STATION #<NUM> MIAMI <NUM> PAYMENT,,,other
ENERGYCO CENTER #30 AUSTIN LA TX,,,utilities
etsy tx<NUM>,,,shopping
gas company tation #<NUM> boston mia tx,,,utilities
aldi outlet #<NUM> boston <NUM> tx<NUM> POS,,,groceries
